######E_MEXICO######

EVTDESC_muerte_vedetta;After hearing about the death of [FromFrom.GetTitledFirstName] at your hands, [From.GetTitledFirstName] has publicly sworn a vendetta against you. According to the rumors, [From.GetSubjectPronoun] will not rest until Santa Muerte guides you to the afterlife.;;;;;;;;;;;;x

reestablish_archdiocese;Reestablish the Archdiocese of Mexico;;;;;;;;;;;;x
reestablish_archdiocese_desc;For hundreds of years, the faithful of the Sacred Heart have had no formal religious head. If a strong emperor sat on the throne once more, the faith could be consolidated with the crown...;;;;;;;;;;;;x

EVTDESC_SOA_2654;The Orden de la Máscara have constructed a castle in [Root.GetName]!;;;;;;;;;;;;;x


######ARTIFACTS######

EVTDESC_MNM_9649;[relic_hunter.GetTitledFirstName] has returned, carrying with [relic_hunter.GetHerHim] an ancient codex. My [relic_hunter.GetJobTitle] ensures me that this was created by the ancestors of the Nahua people long before the even the foundation of the empire. Truly a great reminder of how our legacies extend throughout the ages.;;;;;;;;;;;;;x
EVTNAME_MNM_9647;Moctezuma's Headdress;;;;;;;;;;;;;x
EVTDESC_MNM_9647;[relic_hunter.GetTitledFirstName] has returned and brought with [relic_hunter.GetHerHim] an incredibly ancient and ornate headdress.\n[relic_hunter.GetSheHeCap] has proof that it once belonged to the legendary Moctezuma himself. The old stories speak the great vengeance and retribution he brought upon his enemies, hopefully with this headdress I can hope to embody that spirit and make my foes taste Moctezuma's revenge!\nSmiling as [relic_hunter.GetSheHe] sees the realization of the Headdress's great symbolic power creep onto your face, [relic_hunter.GetFirstName] waits patiently for you to speak.;;;;;;;;;;;;;x


######Fidencista######

fidencista_become_cajita;Become a Cajita;;;;;;;;;;;;x
fidencista_become_cajita_desc;Attempt to become a §YCajita§! - a worthy vessel for the divine spirits and saints so that they may interact directly with the mortal realm. To become a Cajita, one must be pure of soul and free from grave sins and then undergo a series of cleansing rituals to prepare their body for the spirit.;;;;;;;;;x
fidencista_become_cajita_custom_tooltip_1;Must not have any sinful trait.;;;;;;;;;x

cajita;Cajita;;;;;;;;;;;;x
cajita_desc;This character is widely recognized by people of the Fidencista faith as a Cajita, or as the human vessel through which the greatest spirits and saints speak and act upon the world.;;;;;;;;;;;;x
EVTNAME_fide_cajita;Divine Cajita;;;;;;;;;;;;x
EVTDESC_FIDE_123;Fidencista nobles and peasants alike chafe beneath the yoke of an unworthy king. Why should they bend the knee to a common tyrant, when the materias tell them El Niño's inheritors can truly rule in God's will through mantling his most holy saints? To rule effectively, you must be declared a Cajita: the vessel through which a divine spirit or saint acts with a mandate to bring the necessary salvation to humanity.\n\n In order to become an inheritor to El Niño's legacy, you must cleanse yourself in a fast in the desert and bathe in blessed muds so that your heart is pure enough that the divine may enter.;;;;;;;;;;;;x
EVTOPTA_FIDE_123;I am ready to follow in the footsteps of El Niño.;;;;;;;;;;;;x
EVTOPTB_FIDE_123;Perhaps this is not a good idea.;;;;;;;;;;;;x
EVTNAME_fide_fasting;Fasting in the Desert;;;;;;;;;;;;x
EVTDESC_FIDE_124;You set out to the most barren lands of your realm, intent on living in complete austerity and fasting so that your soul may be purified and worthy enough such that it may serve as the most holy vessel of the saints.;;;;;;;;;;;;x
EVTOPTA_FIDE_124;I will resist temptation as Jesucristo did in the desert.;;;;;;;;;;;;x
EVTDESC_FIDE_125;The days pass and your stomach grumbles, begging you to abandon your holy quest and with it, your chance of becoming a worthy vessel of the divine. As you traverse the landscape you realize you recognize the area and a town lays not that far from your current location. Surely they could spare a meal for their liege should they be called upon.;;;;;;;;;;;;x
EVTOPTA_FIDE_125;No, I must not abandon my holy mission.;;;;;;;;;;;;x
EVTOPTB_FIDE_125;I am merely human.;;;;;;;;;;;;x
TXT_fide_give_up;The Cajita cleansing rituals will be abandoned.;;;;;;;;;;;;x
EVT_DESC_fide.127;Weeks have now passed and the time fasting has taken a toll on your body. Still you meditate and maintain the discipline needed to complete your cleansing. However, you have the distinct feeling that your body may be failing. Already, you've noticed animals sensing your weakness - birds of prey and coyotes ready to feast on your carcass should it come to that.;;;;;;;;;;;;x 
EVTOPTA_FIDE_127;It is too late for second guesses. Though I doubt I can carry on...;;;;;;;;;;;;x
EVT_DESC_fide.128;Your time of fasting is finished. You make your way back to the nearest town, prepared for your arrival with a large crowd of eager onlookers and your holiest Materias solemnly flanking a pool of mud. You enter the pool and allow yourself to be blessed and submerged by the Materias who then help you out of the pool so that you can continue crawling in humility to the holy shrine of the saints. At the shrine, you rise to light the votive candle of the spirit who will fill your soul with their grace.\n\nYou light the candle of...;;;;;;;;;;;;x 
EVTNAME_fide_divine_vessel;A Vessel of the Divine;;;;;;;;;;;;x
EVTOPT_fide_cajita_centaur;...Francisco Villa, the Centaur.;;;;;;;;;;;;x
EVTOPT_fide_cajita_nino;...El Niño Fidencio himself.;;;;;;;;;;;;x
EVTOPT_fide_cajita_bejota;...Bejota, the Meritorious.;;;;;;;;;;;;x
EVTOPT_fide_cajita_toribio;...Padre Toribio, the Martyr.;;;;;;;;;;;;x
EVTNAME_fide_failed_fast;Unceremonious Return;;;;;;;;;;;;x
EVT_DESC_fide;The ordeal proved to be too much for you to handle. As you stumble to the nearest town, you are recieved by Materias awaiting your arrival and are quickly given the food and shelter your body severely lacked. Though your Materias reassure you that your failure does not mean that you are unworthy of rule, you can't help but notice the disappointment in their eyes as they watch you recover.;;;;;;;;;;;;x 
EVTOPTA_fide.129;Perhaps I'll be given another opportunity... For now, I am thankful that I no longer have to suffer.;;;;;;;;;;;;x
EVTNAME_fide_centaur;El Centauro del Norte;;;;;;;;;;;;x
EVTDESC_fide_centaur;As the Cajita of the spirit of the Centaur, you feel drawn to be skilled in all aspects of war. You must be ready and willing to take the fight to the enemy and take chances on the battlefield. You must become like an angel of vengeance upon those who would abuse the downtrodden, showing no mercy more than they would show their lessers.\n\nIn battle you wear a bell-shaped hat and have sashes fitted with metal strips draped over your clothes as your only armor, trusting only Diosito and the spirit of the Centaur to save you.;;;;;;;;;;;;x
nick_the_general;the General;;;;;;;;;;;;x
nick_the_centaur;the Centaur;;;;;;;;;;;;x
EVTNAME_fide_bejota;The Letters of Bejota;;;;;;;;;;;;x
EVTDESC_fide_bejota;As the Cajita of the spirit of Bejota, you feel drawn to embody his vast administrative knowledge and just rule. Remembered in history as the "Benemérito de las Américas" - a title now laid claim to by the successors of the Empire of Mexico, Bejota truly was unyeilding in his upholding of the law even in the face of invasion. So too must you embody the diligence and sense of justice to uphold the peace and prosperity of your realm\n\nYour ceremonial garments are that of a fine black coat draped over your shoulders with a black ribbon tied around your neck.;;;;;;;;;;;;x
nick_the_meritorious;the Meritorious;;;;;;;;;;;;x
EVTNAME_fide_nino;El Santo Niño Fidencio;;;;;;;;;;;;x
EVTDESC_fide_nino;As the Cajita of the spirit of El Niño himself, you feel you must be ready to provide for the people with great generosity and mystic energy. It is known that El Niño performed miracles of healing and even those who ruled came to visit for cures. While your duties may call you elsewhere, your people rely on you for their wellbeing and it is your most holy duty to see them taken care of.\n\nYour regalia a modest robe imprinted with the Sacred Heart of Jesus and a resplendent green cloak, covered in stars like that of the image of the Virgin of Guadalupe.;;;;;;;;;;;;x
nick_el_nino;el Niño;;;;;;;;;;;;x
EVTNAME_fide_toribio;Tlaloc's Chosen;;;;;;;;;;;;x
EVTDESC_fide_toribio;As the Cajita of the spirit of Padre Toribio, you feel your faith strengthened as the people look to your for guidance and protection. As the vessel for the patron martyr of the displaced and migrant, it is expected that you maintain the unshakable faith of one who would die rather than renounce their beliefs and provide a beacon of hope to the people of your charge. \n\nThough there is no ceremonial regalia related to this saint, it is customary that you worship in the outskirts of your holdings, often in temporary places with those who rely on itinerant Materias.;;;;;;;;;;;;x
nick_the_protector;The Protector;;;;;;;;;;;;x
EVTOPT_fide_incarnate_lifestyle;I feel my lifestyle changing.;;;;;;;;;;;;x
EVTOPT_fide_incarnate_traits;I feel my habits changing.;;;;;;;;;;;;x
EVTOPT_fide_incarnate_aligned;I truly embody the Saint.;;;;;;;;;;;;x

######SACRED BALL GAME######

EVTDESC_ulama_game_start;The preparations have been made and the players have been selected. It is time for the sacred ballgame to begin!;;;;;;;;;;;;;x
EVTDESC_ulama_game_conclusion;The game and its associated rituals have finally concluded, and the attendees begin to return home. The people must surely be pleased, and it is thanks in large part to my own wealth and diligence.;;;;;;;;;;;;;x
recent_ritual_ballgame;Recent Ballgame Match;;;;;;;;;;;;;x
recent_ritual_ballgame_desc;This character has recently held a ritual game of "Fut", the sacred ballgame.;;;;;;;;;;;;;x


#######TONALTECAS########

EVTDESC_SSI_060;The Tonaltecs have sacrificed [From.GetTitledName] to their demon gods! After bringing [From.GetHerHim] to one of their new temple pyramids, their wicked priests placed [From.GetFirstName] on an altar and sliced [From.GetHerHim] open with a ceremonial dagger. They then tore out [From.GetHerHis] still beating heart to the cheers of their assembled warriors.;;;;;;;;;;;;;x


#####PELAYO#####

EVTTITLE_pelayowar;The Northern Cristiada;;;;;;;;;;;;;x
EVTDESC_PELAYO01;You have made your choice, the atomicist shrines have been looted, and the remaining Catholics of New Mexico and west Texas flock to your banners. You take one last look at your family, and silently wish that you could face this alone and they could be safe. Still, you know that this is beyond just you, and even them: This is for Christ the King.;;;;;;;;;;;;;x
EVTOPT_PL1;Viva Cristo Rey!;;;;;;;;;;;;;x


#####MEXICAN SUCCESSION#####

designate_tapado;Designate Tapado;;;;;;;;;x
designate_tapado_desc;The §YTapado§! - or the "covered one" - is the hidden heir apparent of the Mexican Empire. The Tapado must first be selected from a list of potential candidates and then revealed in the §Y"Destape"§! ceremony when the [ROOT.GetTitle] feels [ROOT.GetHerHis] end draws near.;;;;;;;;;x
designate_tapado_TOOLTIP_1;Must be a powerful vassal, be on the imperial §Ycouncil§!, be a landed §Ycommander§!, or have a §Yclaim§! on the Empire;;;;;;;;;x
designate_tapado_TOOLTIP_2;Must NOT have been disgraced as the Tapado\n;;;;;;;;;x
relieve_tapado_TOOLTIP_1;Relieve the Tapado so that a new one may be selected.;;;;;;;;;x

EVTDESC_destape_1;With the Tapado selected, the utmost discretion must be taken to maintain the secrecy of their identity. Should one learn of who he or she may be, the devious minds of the court of Mexico may seek to extort or plan their downfall. Instead, each must believe themselves to be the true Tapado up until the moment that the true heir is unveiled. Now you may begin to plan your succession, but be aware, if you call the "Destape" ceremony too early before your reign is ended, the powerful and the connected may try to place a selection of their own in the great Silla Presidencial as the next [FromFrom.GetTitle].;;;;;;;;;x
EVTOPTA_destape_1;He who rushes ahead won't get his portrait in the mural...;;;;;;;;;x  
EVTDESC_destape_2;La República and its stability are at stake and if I have doubts about the one who shall succeed me that means I hadn't chosen wisely before.;;;;;;;;;;;;;x
EVTOPTA_destape_2;I must reconsider my successor...;;;;;;;;;;;;;x

TITLE_DESTAPE;Destape Ceremony;;;;;;;;;;;;;x
EVTDESC_destape_4;The time has come for the great unveiling of El Tapado. The most powerful and influential figures of La República must now be gathered in the main hall of Chapultepec Castle to witness the ceremony, they must stand with [From.GetTitle]'s choice or plot and scheme to place one of their own as the true successor to La Silla Presidencial.;;;;;;;;;;;;;x
EVTOPTA_destape_4;I should warm up my choosing finger.;;;;;;;;;;;;;x
EVTOPTB_destape_4;No, this is premature...;;;;;;;;;;;;;x
EVTDESC_destape_5;The [FromFrom.GetTitle] is planning to reveal [FromFrom.GetHerHis] successor in a grand unveiling. The most powerful figures of the realm will now be gathered in the main hall of Chapultepec Castle to witness the ceremony. Everyone must now either stand with the [FromFrom.GetTitle]'s choice as tradition dictates or plot and scheme to try to place one of their own on the ancient and powerful Silla Presidencial.;;;;;;;;;;;;;x
EVTOPTA_destape_5;Let us see who the [FromFrom.GetTitle] has named as [FromFrom.GetHerHis] successor;;;;;;;;;;;;;x
EVTDESC_destape_6;The most powerful of the political class gather into the chamber awaiting the great unveiling of the next heir to the Silla Presidencial. The crowd falls silent as the [FromFrom.GetTitle] enters the room, with bated breath all await the "Dedazo" - when the [FromFrom.GetTitle] will point to the one [FromFrom.GetSheHe] deems worthy to wear the Imperial Band. The [FromFrom.GetTitle] gives a brief, rehearsed speech and then points to [FromFrom.GetHerHis] chosen candidate, shaping the future of Mexico...;;;;;;;;;;;;;x
EVTOPTA_destape_6;I wonder who it will be!;;;;;;;;;;;;;x
EVTDESC_destape_7;The most powerful of the political class gather into the chamber awaiting the great unveiling of the next heir to the Silla Presidencial. The crowd falls silent as the you enter the room, with bated breath all await the "Dedazo" - when you will point to the one you deem worthy to wear the Imperial Band. You give a brief, rehearsed speech and then point to your chosen candidate, to shape the future of Mexico...;;;;;;;;;;;;;x
EVTOPTA_destape_7;El que quiera silla que se forme.;;;;;;;;;;;;;x
